,ibc_br_sa,icc,pib_12m,energia_industrial,energia_outros,energia_residencial,energia_total,energia_comercial,ic_br,ic_br_agro,ic_br_energia,ic_br_metal,ipc_br,ipc_br_nucleo,ipc_fipe,ipa_m,ipa_og_di_agr,ipa_og_di_ind,igp_10,igp_di,igpm,incc,ipca,ipca_comercializaveis,ipca_livres,ipca_monitorados,ipca_nao_comercializaveis,ipca_dp,ipca_ms,ipca_p55,ipca_ex0,ipca_ex3,ind_bens_k,ind_bens_consumo,ind_bens_cons_duraveis,ind_bens_intermediarios,ind_extrativa,ind_geral,ind_transformacao,ind_semi_nao_duraveis,prod_aco,prod_veic_leves,prod_caminhao,prod_onibus,prod_veiculos,uci_cni,uci_fgv,horas_trabalhadas,base_monetaria,deposito_poupanca,deposito_avista,m1,m2,m3,m4,papel_moeda,pms_auto_pecas,pms_comb_lubr,pms_hiper_alim_beb_fum,pms_hiper_super,pms_moveis_eletro,pms_vest,pms_total,vendas_veiculos,vendas_veic_interno,concessoes,idp_12m,idp,reservas_intern,bp_tc,bp_tc_12mpib,div_liq_spc_externa,div_liq_spc_interna,div_liq_spc_total,div_liq_gov_bc_externa,div_liq_gov_bc_interna,div_liq_gov_bc_total,spc_res_prim_12m,spc_res_prim_corrente,spc_res_prim_12mpib,cambio_real,brlusd,selic,tjlp,ipa_di,embi_br,ir_receita,swaps_di360,juros_ltn,ipca_mensal,ipca_doze_mensal,igpm_doze_mensal,expectativa_igpm_h_1,expectativa_igpm_h_2,expectativa_igpm_h_3,expectativa_igpm_h_4,expectativa_igpm_h_5,expectativa_igpm_h_6,expectativa_igpm_h_7,expectativa_igpm_h_8,expectativa_igpm_h_9,expectativa_igpm_h_10,expectativa_igpm_h_11,expectativa_igpm_h_12,cboe_vix,oil_price,us_tr_10year,us_tr_2year,us_tr_5year_tips,ppic,indice_dolar,bovespa,emergentes,exportacoes,exp_preco,exp_quantum,imp_preco,imp_quantum,seguro desemprego,empregos,FGTS,INSS,juros_ex_ante
2004-08-01,108.18,120.72,1875591.0,13592.0,3893.0,6304.0,27657.0,3867.0,106.13,107.24,98.97,108.79,0.79,0.42,0.99,1.42,0.53,1.98,0.84,1.31,1.22,0.81,0.69,0.3,0.6,0.92,0.97,0.61,0.55,0.53,0.56,0.49,80.9,100.6,111.5,106.5,87.8,102.3,103.3,97.1,139.82,181074.0,9686.0,2144.0,192904.0,82.5,81.5,104.1,73693926.0,152155177.0,68370508.0,107417168.0,451798704.0,939986824.0,1047129333.0,39046661.0,55.14,95.4,56.48,55.62,44.12,86.67,52.29,186470.0,124960.0,94350.0,16133.8,6085.4,49594.0,1506.8,1.12,174026.63,790763.94,964790.55,7.66,23.92,31.59,-69081.37,-6265.72,-3.68,97.01,2.9338,15.86,9.75,1.59,,7510.402429,17.79,18.0170064516129,0.5403050847457628,6.2452272727272735,6.749545454545455,0.5159090909090909,0.5009523809523809,0.5018181818181818,0.579047619047619,0.4680952380952381,0.4083333333333334,0.4080952380952381,0.43454545454545457,0.4904761904761905,0.5877272727272728,0.6109523809523809,0.5272727272727272,16.68409090909091,44.9,4.28,2.51,1.12,148.0,88.87590928511186,22267.590909090908,12.09674410386519,81.6681682517558,80.5151848275316,97.1036409556996,86.5388198407136,87.0178675965507,,,,,11.551590909090908
2004-09-01,109.16,128.43,1894202.4,13461.0,4046.0,6604.0,28232.0,4121.0,104.61,105.4,98.06,107.67,0.01,0.38,0.21,0.9,-0.64,1.13,1.25,0.48,0.69,0.58,0.33,0.4,0.22,0.59,0.0,0.48,0.56,0.34,0.41,0.39,80.7,102.6,121.0,106.8,87.0,102.7,103.9,99.3,139.28,182926.0,9698.0,2111.0,194735.0,82.7,81.8,103.0,73206895.0,152920896.0,71352499.0,111720476.0,458676647.0,949435412.0,1061114243.0,40367978.0,57.33,95.79,56.72,55.92,43.56,88.07,52.49,181598.0,132613.0,93218.0,16046.0,650.0,49496.0,1491.5,1.16,169856.2,793448.97,963305.17,7.42,23.63,31.04,-69115.23,-6104.66,-3.65,93.19,2.8586,16.09,9.75,0.65,521.0,8051.916128,17.75,18.1674689655172,0.44160409556314,6.23452380952381,7.224523809523809,0.6025,0.5619047619047619,0.6245,0.5142857142857143,0.42,0.44800000000000006,0.4519047619047619,0.4985714285714286,0.64,0.6433333333333333,0.5215,0.5,14.092857142857142,45.94,4.13,2.53,1.1,147.7,88.65545515580611,22699.285714285714,12.913755507696242,80.7750285538045,80.0764851549033,96.7641886840896,86.0402622645816,89.8281659926024,,,,,11.521904761904763
2004-10-01,108.75,141.92,1910239.6,13535.0,4227.0,6607.0,28556.0,4188.0,104.91,103.36,106.36,109.07,0.1,0.43,0.62,0.44,-2.73,1.83,0.23,0.53,0.39,1.19,0.44,0.41,0.29,0.8,0.14,0.55,0.6,0.57,0.55,0.55,78.0,100.9,108.5,106.6,87.7,102.1,102.6,97.6,134.7,171229.0,9110.0,2242.0,182581.0,82.4,82.1,102.8,74257556.0,153680114.0,70104053.0,111602434.0,464622126.0,959613747.0,1072347469.0,41498381.0,54.97,96.05,57.8,56.87,44.59,87.82,53.01,191902.0,131618.0,97532.0,17041.7,1308.9,49416.0,782.4,1.28,172658.47,796775.26,969433.74,7.5,23.54,31.04,-69282.96,-7018.61,-3.63,93.16,2.8565,16.41,9.75,0.61,464.0,8936.839077,17.59,17.90073,0.441472602739726,6.2055,7.17525,0.623,0.6345,0.5078947368421053,0.4547619047619048,0.4755,0.48250000000000004,0.5331578947368422,0.6739999999999999,0.6563157894736843,0.5263157894736842,0.5,0.4605263157894737,14.973809523809523,53.28,4.1,2.58,0.97,150.0,86.87809426443917,23366.75,13.492779731750488,82.6886292092046,80.3303923694238,89.0106309430451,91.2219645763691,86.056740934424,,,,,11.39325
2004-11-01,109.69,144.96,1933498.7,13448.0,4055.0,6631.0,28367.0,4233.0,103.13,101.83,100.68,110.63,0.37,0.41,0.56,0.99,0.14,1.3,0.83,0.82,0.82,0.71,0.69,0.47,0.39,1.41,0.29,0.6,0.62,0.59,0.57,0.61,79.9,102.2,113.6,105.6,86.4,102.1,103.1,100.4,138.2,181789.0,9557.0,2474.0,193820.0,82.0,82.5,102.4,74623364.0,155244307.0,73045476.0,115140420.0,472370296.0,974733631.0,1087722745.0,42094944.0,57.63,95.37,58.13,57.18,45.23,87.5,53.1,185596.0,133218.0,101803.0,16416.0,1332.3,50133.0,-467.8,1.25,166592.15,801180.13,967772.29,7.14,23.42,30.56,-67862.1,-3222.3,-3.51,91.93,2.7307,16.96,9.75,1.0,462.0,6784.382827,17.99,18.302975862069,0.49697916666666664,6.201315789473685,6.964736842105264,0.6436842105263159,0.5,0.4385,0.45473684210526316,0.4884210526315789,0.5083333333333333,0.6863157894736842,0.6777777777777778,0.5188888888888888,0.5,0.4842105263157894,0.49368421052631584,13.577619047619047,48.47,4.19,2.85,0.9,151.4,83.598182331432,24045.7,14.469472703479585,82.8152715087395,81.3079377014586,86.8738640645804,91.6423118021603,89.3943536398925,,,,,11.799999999999997
2004-12-01,109.07,140.41,1957751.2,13392.0,4127.0,6643.0,28562.0,4400.0,101.43,102.07,92.2,108.47,0.63,0.48,0.67,0.81,0.75,0.38,0.77,0.52,0.74,0.51,0.86,0.64,0.62,1.43,0.6,0.79,0.67,0.76,0.67,0.71,81.7,105.3,118.2,106.4,87.5,102.7,103.7,102.1,138.82,171166.0,8097.0,1263.0,180526.0,82.8,83.1,95.5,76025332.0,159588786.0,77716947.0,129659697.0,495042691.0,990547645.0,1104058299.0,51942749.0,63.09,95.03,59.41,58.5,49.94,86.97,54.59,219710.0,170721.0,107542.0,18161.4,3154.2,52935.0,937.9,1.34,153229.48,829279.33,982508.81,6.39,24.33,30.72,-72218.46,3210.92,-3.69,90.39,2.6544,17.5,9.75,0.48,405.0,12278.081987,17.69,18.0577903225806,0.5113945578231293,6.075952380952381,6.932380952380953,0.5405,0.46608695652173915,0.457,0.4942857142857142,0.5275000000000001,0.6666666666666666,0.6952380952380952,0.5285714285714286,0.47619047619047616,0.48,0.4971428571428571,0.5,12.459545454545456,43.15,4.23,3.01,0.92,150.2,81.56913027556047,25535.47619047619,15.17835166237571,82.187611774383,82.1889471520679,90.4912586302935,91.3736831104606,83.3542777850263,,,,,11.69809523809524
2005-01-01,109.57,145.02,1976938.0,12651.0,4114.0,7119.0,28375.0,4493.0,101.11,101.36,90.4,111.06,0.85,0.61,0.56,0.2,-0.63,0.33,0.42,0.33,0.39,0.75,0.58,0.48,0.61,0.51,0.78,0.65,0.66,0.54,0.56,0.52,79.4,107.2,106.0,105.6,87.1,103.3,104.6,106.5,129.75,145653.0,8019.0,1861.0,155533.0,82.7,83.6,91.1,79036096.0,160218688.0,75218161.0,120494681.0,490235409.0,995464144.0,1108249718.0,45276520.0,57.83,93.67,57.91,57.06,46.09,90.03,53.57,142649.0,101602.0,99128.0,18343.7,1201.6,54022.0,630.6,1.34,144417.08,835405.36,979822.45,5.91,24.62,30.53,-74775.1,-12786.93,-3.78,88.61,2.6248,17.93,9.75,0.08,,10796.3441304453,18.31,18.5334032258065,0.5571575342465753,5.82,6.588095238095238,0.45999999999999996,0.45000000000000007,0.4533333333333333,0.5019047619047619,0.6585714285714286,0.7,0.51,0.48142857142857143,0.49000000000000005,0.49523809523809526,0.49850000000000005,0.42000000000000004,13.437999999999999,46.84,4.22,3.22,1.13,150.9,83.11190468924386,24432.9,15.149548768997192,86.0918395922753,82.9217964905441,78.003551390748,89.3041718101748,76.9633324669029,8.0,99.0,20.0,134.0,12.545476190476188
2005-02-01,110.2,146.48,1995254.4,12747.0,3968.0,6758.0,27838.0,4366.0,98.34,98.74,86.39,109.01,0.43,0.36,0.36,0.2,1.29,0.08,0.31,0.4,0.3,0.44,0.59,0.06,0.77,0.16,1.68,0.65,0.6,0.28,0.93,0.47,78.4,103.6,119.0,104.9,87.8,101.9,102.9,99.9,139.47,166673.0,8116.0,1971.0,176760.0,82.6,84.0,91.9,78565412.0,160232291.0,75698564.0,119527456.0,493606417.0,1008398675.0,1124314202.0,43828891.0,55.06,91.07,56.7,54.81,47.24,90.24,53.41,160239.0,109911.0,93612.0,18171.1,843.2,59017.0,-47.9,1.3,132854.18,850868.15,983722.32,5.33,25.12,30.45,-72673.4,-4885.8,-3.64,85.94,2.595,18.47,9.75,0.39,421.0,8000.354383,18.7,19.041962962963,0.5028125,5.636388888888889,6.329444444444444,0.44722222222222224,0.4677777777777778,0.5,0.6283333333333334,0.6647058823529413,0.5235294117647059,0.4933333333333333,0.4894117647058824,0.49944444444444447,0.5,0.4222222222222223,0.3994444444444445,11.708947368421052,48.15,4.17,3.38,1.08,151.6,83.72349967956544,26551.38888888889,16.366008206417685,85.8569574822801,84.1090209652363,80.8475515221813,90.0720534684904,73.1573779285094,5.0,78.0,18.0,108.0,13.12111111111111
2005-03-01,110.38,144.95,2012678.1,13065.0,4116.0,6865.0,28599.0,4553.0,106.82,106.39,97.81,117.55,0.7,0.49,0.79,0.94,3.59,0.3,0.67,0.99,0.85,0.67,0.61,0.19,0.33,1.29,0.5,0.76,0.62,0.44,0.41,0.46,83.4,105.5,123.4,105.0,87.8,102.8,103.7,102.1,138.16,199221.0,10200.0,2523.0,211944.0,82.7,82.9,100.2,80042809.0,159708511.0,75776042.0,118560874.0,503251673.0,1027786068.0,1145318592.0,42784832.0,58.68,89.26,57.41,55.72,49.46,91.27,53.97,203767.0,142943.0,108201.0,18880.1,1407.3,61960.0,1562.3,1.42,125801.55,866603.82,992405.36,4.92,25.57,30.49,-74996.79,-9320.46,-3.73,89.74,2.6662,18.97,9.75,1.14,395.0,9802.21039899663,18.78,19.0143774193548,0.3995438596491228,5.563409090909091,6.3765909090909085,0.49636363636363634,0.49809523809523815,0.615,0.628095238095238,0.5272727272727272,0.4859090909090909,0.4818181818181818,0.4954545454545455,0.4742857142857143,0.42333333333333334,0.40791666666666665,0.4,13.126363636363635,54.19,4.5,3.73,1.29,153.7,82.83636335893111,27671.772727272728,16.392658537084404,85.7749430331431,84.5946430446456,96.0100828367741,90.861515785942,85.6226062589711,5.0,74.0,18.0,79.0,13.26818181818182
2005-04-01,111.1,141.75,2031482.7,13374.0,4163.0,7132.0,29356.0,4687.0,99.86,99.59,93.86,106.79,0.88,0.65,0.83,0.96,-1.6,1.01,1.17,0.51,0.86,0.72,0.87,0.94,0.76,1.14,0.53,0.79,0.7,0.71,0.71,0.81,79.7,105.8,118.0,105.2,93.6,102.8,103.6,102.7,142.87,185274.0,9755.0,2578.0,197607.0,82.4,82.7,100.1,80798240.0,159438236.0,72395984.0,115498041.0,503512158.0,1033637671.0,1152572654.0,43102057.0,54.31,89.49,56.81,55.54,50.45,98.08,54.09,194870.0,130620.0,104495.0,21540.1,3036.9,61591.0,555.1,1.6,117852.98,863742.37,981595.35,4.55,25.11,29.66,-82847.46,-17417.35,-4.08,85.74,2.5313,19.32,9.75,0.33,459.0,11192.2331116302,19.22,19.4419862068966,0.4171034482758621,5.633,6.508249999999999,0.5335,0.5974999999999999,0.596,0.5052631578947369,0.457,0.4663157894736842,0.4955,0.46578947368421053,0.4136842105263158,0.40318181818181825,0.40157894736842104,0.4,14.459047619047618,52.98,4.34,3.65,1.23,155.0,84.26714288620721,25512.7,15.761624790373302,86.9573243807489,87.4399907895034,92.8807205150013,93.7627913553093,75.1956009153608,6.0,69.0,17.0,85.0,13.6725
2005-05-01,110.98,133.62,2049495.2,13292.0,4094.0,6718.0,28482.0,4378.0,93.24,94.57,84.99,96.22,0.79,0.73,0.35,-0.77,-2.76,-0.38,0.0,-0.25,-0.22,2.09,0.49,0.72,0.59,0.25,0.43,0.56,0.65,0.47,0.57,0.73,85.5,109.3,122.6,107.7,94.8,106.2,106.9,105.8,136.91,194727.0,9888.0,2754.0,207369.0,81.6,81.3,103.8,82978303.0,158834889.0,75113374.0,117556869.0,505887925.0,1040046083.0,1161520593.0,42443495.0,55.98,91.63,57.73,56.31,51.16,88.65,54.36,201786.0,135343.0,111586.0,22114.1,783.7,60709.0,343.1,1.44,112830.47,869738.28,982568.76,4.36,25.22,29.58,-82177.95,-5607.7,-4.01,81.96,2.4038,19.61,9.75,-0.98,,8732.88715817477,18.91,19.1919633333333,0.3958904109589041,5.512619047619047,6.058333333333333,0.5866666666666667,0.5655,0.507,0.4819047619047619,0.4765,0.4942857142857142,0.5,0.4385714285714285,0.4109090909090909,0.40049999999999997,0.4,0.44333333333333336,13.967619047619047,49.83,4.14,3.64,1.28,154.3,85.62809499104817,24810.285714285714,15.976094109671456,86.1984806783427,89.2123209591883,96.6307627976342,94.2241550915216,89.1618198200422,10.0,89.0,23.0,111.0,13.42142857142857
2005-06-01,110.31,132.74,2066440.5,13140.0,4107.0,6781.0,28326.0,4298.0,90.22,91.39,85.08,90.57,-0.05,0.42,-0.2,-1.0,-0.98,-0.71,-0.41,-0.45,-0.44,0.76,-0.02,-0.06,0.04,-0.16,0.16,0.3,0.49,0.25,0.36,0.34,85.4,106.9,123.1,106.9,96.3,104.3,104.8,103.4,128.98,199943.0,10480.0,3344.0,213767.0,82.1,81.4,104.6,80747767.0,159920729.0,75288887.0,118793487.0,513644026.0,1050018485.0,1174288144.0,43504601.0,57.84,90.88,57.87,56.43,52.45,91.37,55.13,211513.0,140902.0,111477.0,22755.3,1366.3,59885.0,1070.5,1.3,107386.12,885240.99,992627.11,4.08,25.78,29.86,-82541.57,-7623.65,-3.99,80.0,2.3504,19.75,9.75,-0.78,427.0,12705.3030195313,18.39,18.6643733333333,0.42092465753424657,5.115,5.534545454545455,0.509047619047619,0.5028571428571429,0.5,0.4936363636363636,0.5268181818181819,0.5013636363636363,0.42000000000000004,0.41173913043478255,0.40136363636363637,0.4,0.4390476190476191,0.49090909090909096,11.868636363636364,56.35,4.0,3.64,1.39,154.3,88.44227253306995,25431.272727272728,16.649570378390226,86.8833501176687,88.8686146726231,100.443123853849,94.4983604198355,86.1629013113679,7.0,69.0,22.0,88.0,13.283409090909092
2005-07-01,110.42,133.21,2079897.1,13430.0,4100.0,6645.0,28322.0,4147.0,88.68,90.03,86.64,85.06,0.13,0.3,0.3,-0.65,-1.6,-0.38,-0.37,-0.4,-0.34,0.11,0.25,-0.25,0.0,0.84,0.33,0.36,0.45,0.26,0.37,0.37,77.9,107.8,121.3,105.5,94.9,103.6,104.2,103.8,121.77,188723.0,8409.0,2827.0,199959.0,81.5,80.3,103.0,82338606.0,161792497.0,73692328.0,118562751.0,518947452.0,1070923797.0,1195820490.0,44870424.0,53.92,89.3,58.82,57.3,52.04,97.25,55.79,198678.0,132141.0,105630.0,23217.4,2047.6,54688.0,2344.4,1.37,102936.33,898266.8,1001203.13,3.86,26.19,30.05,-83551.91,-6509.65,-4.02,79.84,2.3905,19.72,9.75,-0.69,407.0,9509.91260180366,18.16,18.3461,0.6317123287671234,4.9730952380952385,5.400952380952381,0.48857142857142855,0.4823809523809524,0.5,0.5323809523809524,0.49399999999999994,0.41600000000000004,0.4121739130434783,0.40099999999999997,0.4,0.4375,0.4880952380952381,0.479,11.049,59.0,4.18,3.87,1.67,156.3,89.69666617257255,25254.666666666668,17.445805740356445,89.0407418573838,89.8110494304921,108.619716119576,94.0496700129092,85.7285858129461,9.0,94.0,28.0,113.0,13.2
2005-08-01,111.22,124.89,2098542.5,13755.0,4163.0,6705.0,28764.0,4142.0,90.46,89.02,95.79,90.36,-0.44,0.07,-0.2,-0.88,-2.47,-0.57,-0.52,-0.79,-0.65,0.02,0.17,-0.18,-0.05,0.69,0.11,0.32,0.36,0.36,0.26,0.18,82.2,107.1,121.7,105.4,93.8,103.7,104.3,104.0,126.44,198199.0,9613.0,3149.0,210961.0,81.7,80.8,106.6,81515633.0,161674957.0,74610871.0,118761803.0,527379554.0,1087502947.0,1213930778.0,44150933.0,57.42,88.6,58.93,57.38,51.38,95.32,55.43,205944.0,144063.0,114694.0,18198.3,1066.3,55076.0,544.8,1.22,101406.22,904912.55,1006318.77,3.8,26.34,30.14,-84369.35,-7083.16,-4.02,81.3,2.3637,19.75,9.75,-1.04,400.0,9401.12196445154,18.22,18.4510677419355,0.4544827586206897,4.880434782608695,4.961956521739131,0.44130434782608696,0.4840909090909091,0.5043478260869565,0.47818181818181815,0.41954545454545455,0.4132,0.41590909090909095,0.39869565217391306,0.42,0.48869565217391303,0.47000000000000003,0.4182608695652174,12.951304347826087,64.99,4.26,4.04,1.71,157.6,87.94086987039317,27007.82608695652,18.239148181417715,90.3827777970864,91.3688223631965,109.730032000152,96.6805383613501,105.108815067275,9.0,80.0,23.0,97.0,13.341739130434782
2005-09-01,110.7,109.24,2114047.4,13701.0,4324.0,6949.0,29335.0,4361.0,90.96,89.04,100.84,88.2,0.09,0.29,0.44,-0.76,-3.17,0.67,-0.69,-0.13,-0.53,0.24,0.35,-0.02,0.1,0.92,0.27,0.39,0.51,0.27,0.3,0.29,85.3,102.7,116.9,105.5,96.4,103.1,103.6,100.7,128.2,185514.0,10963.0,2378.0,198855.0,80.8,80.3,102.5,82077535.0,162195289.0,78288945.0,123969884.0,537869645.0,1109859415.0,1234582849.0,45680939.0,56.14,88.23,58.64,57.18,48.67,96.51,55.15,201774.0,136583.0,112335.0,17643.3,95.0,57008.0,2157.7,1.27,94949.31,912441.52,1007390.82,3.54,26.64,30.18,-83229.44,-4964.75,-3.94,80.4,2.2222,19.61,9.75,-0.28,412.0,8724.25735765914,18.0,18.287175,0.37678200692041525,4.777142857142857,4.6085714285714285,0.41600000000000004,0.45857142857142863,0.42619047619047623,0.38904761904761903,0.39952380952380956,0.4033333333333334,0.3976190476190476,0.40380952380952384,0.4714285714285714,0.421,0.40700000000000003,0.3990476190476191,12.628095238095238,65.59,4.2,3.95,1.4,162.2,88.08000001453217,29859.761904761905,19.18023817879813,90.9795158683404,90.9028347911741,103.295676741786,97.6077876294632,85.5464937263823,8.0,72.0,20.0,84.0,13.228809523809524
2005-10-01,111.11,107.65,2132610.2,13512.0,4303.0,6918.0,29145.0,4412.0,93.09,92.41,99.71,88.79,0.42,0.37,0.63,0.72,0.8,0.78,0.48,0.63,0.6,0.19,0.75,0.43,0.38,1.62,0.31,0.6,0.58,0.51,0.38,0.41,78.7,102.7,109.6,105.3,96.6,102.4,102.1,100.0,132.69,170877.0,9931.0,2154.0,182962.0,81.1,80.5,102.1,82509798.0,162628363.0,76449964.0,121587677.0,538102576.0,1114684624.0,1243711933.0,45137713.0,54.71,87.12,59.14,57.7,49.96,96.46,55.49,184380.0,130175.0,109768.0,17172.5,838.1,60245.0,667.5,1.22,84312.45,929349.68,1013662.14,3.01,27.18,30.18,-84668.67,-8457.84,-3.97,78.74,2.2543,19.25,9.75,0.79,,10442.9586895417,17.8,18.0637137931034,0.4027586206896552,4.70375,4.769,0.4015000000000001,0.4,0.371578947368421,0.39454545454545453,0.4,0.3545,0.39842105263157895,0.44350000000000006,0.4052631578947368,0.39315789473684215,0.3985,0.4,14.937619047619048,62.26,4.46,4.27,1.7,166.2,89.72190420968192,29844.0,18.51846740359352,92.5602068664877,92.5399191288494,94.710976775828,99.7942820044524,82.8681706007291,10.0,84.0,23.0,109.0,13.0815
2005-11-01,111.86,117.23,2151010.5,13445.0,4329.0,6976.0,29288.0,4537.0,91.8,92.02,93.07,89.72,0.57,0.31,0.29,0.4,0.62,0.13,0.35,0.33,0.4,0.28,0.55,0.17,0.42,0.85,0.73,0.47,0.51,0.64,0.27,0.41,82.0,105.6,122.2,105.8,96.1,103.5,104.1,102.0,132.02,194516.0,10089.0,2289.0,206894.0,81.7,79.9,101.1,84803888.0,164240579.0,81279829.0,128417217.0,548097119.0,1138403099.0,1267334878.0,47137388.0,58.8,87.26,59.14,57.62,51.81,94.36,55.69,210299.0,149895.0,115499.0,17198.6,1358.4,64277.0,1526.6,1.41,73594.43,946423.82,1020018.25,2.51,27.75,30.26,-84101.46,-2655.09,-3.91,75.95,2.207,18.87,9.75,0.24,354.0,9790.24189968619,17.16,17.4767925925926,0.41375862068965513,4.60075,4.60725,0.3855,0.35473684210526313,0.39714285714285713,0.4,0.3525,0.3973684210526316,0.445,0.4052631578947368,0.3745,0.3985,0.4,0.402,12.147619047619047,58.32,4.54,4.42,1.97,163.7,91.49190557570685,31146.85,19.441630681355793,93.2269639230955,92.8404188264942,102.699610229227,96.4565874800035,91.8164413280094,7.0,62.0,18.0,87.0,12.5005
2005-12-01,112.92,130.16,2170584.5,13550.0,4215.0,7078.0,29505.0,4662.0,100.0,100.0,100.0,100.0,0.46,0.36,0.29,-0.27,0.61,-0.37,0.06,0.07,-0.01,0.37,0.36,0.23,0.29,0.53,0.36,0.32,0.43,0.24,0.3,0.45,85.6,111.8,133.3,106.4,94.9,105.2,106.1,105.7,133.11,185565.0,7458.0,1538.0,194561.0,81.9,80.6,93.5,86967825.0,169322667.0,88565816.0,146745131.0,580696410.0,1166453388.0,1298800583.0,58179315.0,63.58,87.47,59.72,58.19,55.64,97.47,56.82,234740.0,172298.0,120934.0,15460.0,1415.6,53799.0,324.7,1.31,67906.24,972139.88,1040046.12,2.16,28.45,30.6,-81285.9,6026.48,-3.74,78.75,2.3407,18.24,9.75,-0.14,330.0,15884.86825,16.51,16.8038580645161,0.42877133105802046,4.5011363636363635,4.459090909090909,0.3318181818181818,0.3934782608695652,0.39952380952380956,0.35454545454545455,0.3954545454545455,0.44045454545454543,0.40454545454545454,0.36952380952380953,0.39454545454545453,0.4,0.4059090909090909,0.36476190476190473,11.26,59.41,4.47,4.4,2.09,163.0,90.91619037446522,33130.142857142855,20.56746464683896,96.275325566016,93.4014911418417,100.968422144311,97.0741882180933,89.5351537667111,8.0,55.0,15.0,76.0,11.978409090909093
2006-01-01,113.56,131.52,2190643.1,12851.0,4219.0,7168.0,28881.0,4643.0,101.81,104.78,88.94,104.65,0.65,0.44,0.5,1.1,0.64,0.86,0.84,0.72,0.92,0.34,0.59,0.33,0.6,0.58,0.9,0.65,0.61,0.59,0.87,0.6,82.6,110.2,127.5,107.9,99.3,105.6,106.3,106.1,129.53,175693.0,6052.0,1895.0,183640.0,81.2,81.7,91.6,88654393.0,168740218.0,81960310.0,131864737.0,565857853.0,1182375081.0,1310962889.0,49904427.0,58.36,85.87,61.84,60.38,51.03,95.21,57.34,172049.0,125923.0,112173.0,15730.6,1472.2,56924.0,-532.1,1.15,55277.65,992348.5,1047626.16,1.61,29.18,30.78,-74923.44,-6424.47,-3.42,78.42,2.216,17.65,9.0,0.81,,10965.68929945,16.05,16.299535483871,0.4707457627118644,4.564318181818182,4.6252272727272725,0.35000000000000003,0.3631818181818182,0.33545454545454545,0.38761904761904764,0.425,0.40095238095238095,0.3628571428571429,0.3936363636363636,0.4,0.4,0.38476190476190475,0.38863636363636367,12.036,65.49,4.42,4.4,1.93,164.3,89.03099975585937,36189.47619047619,22.5816556930542,96.6656696940615,93.7292469917924,86.2864196761982,96.3344996793217,87.6298952924856,10.0,110.0,30.0,117.0,11.484318181818182
2006-02-01,113.72,138.03,2207671.2,13044.0,4382.0,7132.0,29383.0,4826.0,97.57,101.56,79.31,102.09,0.01,0.29,-0.03,-0.06,-0.77,0.08,0.17,-0.06,0.01,0.19,0.41,-0.09,0.4,0.42,0.97,0.39,0.49,0.46,0.71,0.27,84.8,111.7,133.5,107.2,98.5,106.5,107.2,106.4,117.34,180053.0,7701.0,2345.0,190099.0,81.8,81.1,92.0,94766333.0,169964485.0,81915411.0,133094132.0,573618535.0,1204760611.0,1330324436.0,51178720.0,55.92,85.19,60.8,58.98,51.44,95.84,56.72,177970.0,122236.0,97245.0,15782.2,894.8,57415.0,412.0,1.18,46913.91,1007954.73,1054868.66,1.27,29.56,30.83,-74569.5,-4531.86,-3.38,74.39,2.1355,17.28,9.0,-0.12,262.0,9459.331292,15.52,15.6743178571429,0.44166089965397926,4.481111111111111,4.242222222222222,0.32666666666666666,0.28555555555555556,0.3541176470588235,0.3983333333333333,0.3647058823529412,0.34882352941176475,0.36777777777777776,0.38722222222222225,0.4,0.3988888888888889,0.3635294117647059,0.3294736842105263,12.471052631578948,61.63,4.57,4.67,1.98,161.8,90.3526322214227,37550.77777777778,23.097103420056794,95.7859061860275,94.5456184983598,80.820205806853,96.2834416793269,81.3205016484285,8.0,73.0,21.0,98.0,11.007777777777777
2006-03-01,113.48,137.75,2225144.6,13382.0,4232.0,7409.0,29898.0,4875.0,93.81,96.26,77.02,102.86,0.22,0.25,0.14,-0.48,-3.23,-0.06,-0.03,-0.45,-0.23,0.2,0.43,0.3,0.31,0.68,0.32,0.29,0.45,0.38,0.53,0.2,85.2,110.0,126.4,106.7,99.7,105.8,106.2,106.7,124.39,199771.0,9893.0,3130.0,212794.0,81.4,81.7,100.7,90576792.0,167242327.0,82149357.0,130778017.0,577567486.0,1217947577.0,1338582920.0,48628660.0,57.77,80.5,61.92,59.54,52.84,93.29,56.55,205340.0,149545.0,129232.0,16069.6,1694.7,59824.0,1063.4,1.09,39305.46,1021197.19,1060502.67,0.9,29.93,30.83,-73223.35,-7974.31,-3.29,75.35,2.1724,16.74,9.0,-0.81,216.0,10439.405696,14.98,15.0882966666667,0.379,4.33,3.8504347826086955,0.2408695652173913,0.28136363636363637,0.3560869565217391,0.357391304347826,0.3317391304347826,0.371304347826087,0.3709090909090909,0.3973913043478261,0.4,0.3436363636363637,0.308,0.305,11.69391304347826,62.69,4.72,4.73,2.09,162.2,89.96695642885955,37767.17391304348,22.97318815148395,96.0163590447367,95.4419539480517,104.190753398683,99.5312675002857,101.983078302248,10.0,82.0,22.0,109.0,10.599347826086957
