,ibc_br_sa,icc,pib_12m,energia_industrial,energia_outros,energia_residencial,energia_total,energia_comercial,ic_br,ic_br_agro,ic_br_energia,ic_br_metal,ipc_br,ipc_br_nucleo,ipc_fipe,ipa_m,ipa_og_di_agr,ipa_og_di_ind,igp_10,igp_di,igpm,incc,ipca,ipca_comercializaveis,ipca_livres,ipca_monitorados,ipca_nao_comercializaveis,ipca_dp,ipca_ms,ipca_p55,ipca_ex0,ipca_ex3,ind_bens_k,ind_bens_consumo,ind_bens_cons_duraveis,ind_bens_intermediarios,ind_extrativa,ind_geral,ind_transformacao,ind_semi_nao_duraveis,prod_aco,prod_veic_leves,prod_caminhao,prod_onibus,prod_veiculos,uci_cni,uci_fgv,horas_trabalhadas,base_monetaria,deposito_poupanca,deposito_avista,m1,m2,m3,m4,papel_moeda,pms_auto_pecas,pms_comb_lubr,pms_hiper_alim_beb_fum,pms_hiper_super,pms_moveis_eletro,pms_vest,pms_total,vendas_veiculos,vendas_veic_interno,concessoes,idp_12m,idp,reservas_intern,bp_tc,bp_tc_12mpib,div_liq_spc_externa,div_liq_spc_interna,div_liq_spc_total,div_liq_gov_bc_externa,div_liq_gov_bc_interna,div_liq_gov_bc_total,spc_res_prim_12m,spc_res_prim_corrente,spc_res_prim_12mpib,cambio_real,brlusd,selic,tjlp,ipa_di,embi_br,ir_receita,swaps_di360,juros_ltn,ipca_mensal,ipca_doze_mensal,igpm_doze_mensal,expectativa_igpm_h_1,expectativa_igpm_h_2,expectativa_igpm_h_3,expectativa_igpm_h_4,expectativa_igpm_h_5,expectativa_igpm_h_6,expectativa_igpm_h_7,expectativa_igpm_h_8,expectativa_igpm_h_9,expectativa_igpm_h_10,expectativa_igpm_h_11,expectativa_igpm_h_12,cboe_vix,oil_price,us_tr_10year,us_tr_2year,us_tr_5year_tips,ppic,indice_dolar,bovespa,emergentes,exportacoes,exp_preco,exp_quantum,imp_preco,imp_quantum,seguro desemprego,empregos,FGTS,INSS,juros_ex_ante
2019-06-01,138.86,107.38,7168423.2,13828.0,6422.0,11050.0,38441.0,7141.0,181.86,189.84,98.31,231.93,-0.02,0.2,0.15,1.16,2.24,0.38,0.49,0.63,0.8,0.88,0.01,0.11,0.08,-0.19,0.06,0.2,0.2,0.17,0.21,0.29,85.7,109.4,123.4,97.8,101.9,100.9,101.0,105.3,146.82,220782.0,9993.0,2375.0,233150.0,77.9,75.1,83.3,282636945.0,804274578.0,180590314.0,376630901.0,2882284876.0,6462185630.0,6884678511.0,196040586.0,98.81,94.96,94.79,93.69,99.51,112.28,94.95,240912.0,200479.0,204673.0,73666.4,989.5,388092.0,-2960.0,-3.04,-737223.7,4597062.43,3859838.72,-12.29,53.06,40.77,99573.96,12706.22,1.39,71.57,3.8322,6.4,6.26,0.83,,34172.80653363,6.01,5.97944210526316,0.23259358288770052,3.5544736842105262,4.072894736842105,0.2521052631578947,0.35,0.39631578947368423,0.3988888888888889,0.39894736842105266,0.41,0.3872222222222222,0.37,0.31055555555555553,0.3,0.2833333333333334,0.25684210526315787,15.836000000000002,54.66,2.07,1.81,0.28,200.3,96.80450057983398,98992.8947368421,38.21498146057129,129.566414813055,129.888729532478,122.862318291615,111.848138660701,160.351771384822,12.0,22.0,33.0,70.0,2.4463157894736844
2019-07-01,138.3,110.92,7208033.2,14096.0,6382.0,10952.0,38346.0,6915.0,180.49,187.91,99.68,225.68,0.31,0.2,0.14,0.4,-2.08,0.39,0.61,-0.01,0.4,0.58,0.19,-0.17,0.12,0.4,0.35,0.24,0.18,0.19,0.16,-0.08,91.3,109.7,130.3,97.5,105.9,100.2,99.2,106.2,124.37,253434.0,10918.0,2640.0,266992.0,77.5,75.4,86.4,280099092.0,805719122.0,176890435.0,372490492.0,2887363074.0,6514185140.0,6915668862.0,195600058.0,106.11,94.42,95.82,94.48,102.41,111.39,95.61,260581.0,218492.0,205603.0,75754.1,5592.7,385730.0,-11868.4,-3.2,-713340.4,4627063.19,3913722.79,-11.77,53.11,41.34,98936.29,2762.98,1.37,70.41,3.7649,6.4,5.95,-0.22,234.0,40229.09848092,5.55,5.53275217391304,0.22639037433155082,3.6473913043478263,4.12,0.3340909090909091,0.3830434782608696,0.3954545454545455,0.39565217391304347,0.4090909090909091,0.3847826086956522,0.3721739130434783,0.31521739130434784,0.3,0.2886956521739131,0.26956521739130435,0.275,13.305909090909092,57.35,2.06,1.84,0.25,200.7,97.36590922962536,103463.18181818182,39.228783867575906,132.024097225173,132.062079858661,132.444239800245,112.278120693571,201.616791651819,8.0,18.0,109.0,64.0,1.89195652173913
2019-08-01,138.23,114.58,7238471.9,14186.0,6523.0,10987.0,38642.0,6946.0,180.99,187.31,98.98,232.67,0.17,0.2,0.33,-1.14,0.93,-1.49,-0.47,-0.51,-0.67,0.42,0.11,0.09,-0.06,0.6,-0.19,0.21,0.23,0.26,0.15,0.25,87.2,110.2,126.2,99.0,112.2,101.3,100.6,106.5,123.53,256360.0,10732.0,2666.0,269758.0,77.0,75.7,87.9,287522020.0,810065572.0,178832899.0,376799693.0,2910893771.0,6552984089.0,7022518299.0,197966794.0,100.26,92.63,97.08,95.67,98.56,112.75,95.6,253601.0,216858.0,207379.0,77016.0,11216.5,386478.0,-6424.5,-3.27,-824790.72,4686442.41,3861651.68,-13.54,53.65,40.12,95508.39,13447.65,1.32,73.58,4.1385,5.9,5.95,-0.9,221.0,32745.18212014,5.36,5.34949090909091,0.1799468085106383,3.600454545454545,3.735909090909091,0.3563636363636364,0.3740909090909091,0.3740909090909091,0.40772727272727266,0.38333333333333336,0.3713043478260869,0.3076190476190476,0.3,0.29285714285714287,0.25363636363636366,0.2742857142857143,0.3514285714285714,18.97909090909091,54.81,1.63,1.57,0.11,199.2,98.00454503839666,100610.0,36.352910648692735,131.109148254204,131.964666249257,129.650786955816,110.118233231636,189.871529648858,8.0,19.0,90.0,69.0,1.745
2019-09-01,139.09,112.19,7281103.7,13865.0,6773.0,11379.0,39262.0,7244.0,190.45,194.95,107.86,243.61,0.0,0.2,0.0,-0.09,1.06,0.58,-0.29,0.5,-0.01,0.46,-0.04,0.14,-0.1,0.12,-0.29,0.08,0.13,0.07,0.07,0.17,87.3,110.2,123.1,99.1,109.3,101.4,100.9,106.3,120.77,234636.0,10406.0,2413.0,247455.0,77.0,75.5,85.1,283426285.0,821615885.0,185853835.0,387561723.0,2954813223.0,6646055953.0,7092243208.0,201707888.0,102.22,93.22,97.5,96.34,105.99,113.48,97.51,246657.0,210017.0,215794.0,75185.9,5513.3,376434.0,-3992.4,-3.33,-807285.04,4715020.47,3907735.44,-13.23,53.66,40.44,91427.9,20540.69,1.26,74.43,4.1644,5.71,5.95,0.69,,28340.89398322,5.11,5.10439047619048,0.24939153439153441,3.456428571428571,3.706428571428571,0.365,0.37238095238095237,0.40049999999999997,0.366,0.3604545454545454,0.319,0.30142857142857143,0.3,0.25952380952380955,0.274,0.3538095238095238,0.39428571428571435,15.559000000000001,56.95,1.7,1.65,0.17,198.4,98.59999961853028,103539.95238095238,37.87999210357666,132.719175367395,126.858695496583,127.97032266584,110.307758351993,181.278890048899,10.0,22.0,109.0,81.0,1.657380952380953
2019-10-01,140.49,111.82,7319401.7,14399.0,6941.0,11973.0,41068.0,7755.0,194.65,204.22,104.1,242.26,-0.09,0.15,0.16,1.02,1.53,0.62,0.77,0.55,0.68,0.18,0.1,0.36,0.18,-0.11,0.03,0.21,0.18,0.25,0.23,0.31,88.1,114.8,138.4,100.2,108.7,103.6,102.9,110.1,128.76,274583.0,11286.0,2650.0,288519.0,76.7,75.7,88.2,290237246.0,824232326.0,180496056.0,381928994.0,2966159632.0,6666132060.0,7090277775.0,201432938.0,107.96,94.56,97.33,95.73,107.48,113.98,97.87,258149.0,228183.0,218645.0,74988.4,8220.7,369836.0,-9535.5,-3.67,-738165.74,4700012.65,3961846.89,-12.11,53.15,41.03,89781.65,-9444.35,1.23,73.42,4.0041,5.38,5.57,0.84,252.0,36948.31755517,4.54,4.54117727272727,0.29544973544973546,3.420434782608696,4.003478260869565,0.3508695652173913,0.3954545454545455,0.3604545454545454,0.355,0.31727272727272726,0.30173913043478257,0.2960869565217391,0.26,0.2717391304347826,0.3622727272727273,0.3934782608695652,0.4090909090909091,15.466521739130435,53.96,1.71,1.55,0.12,198.6,98.1730436242145,104662.21739130435,38.23966747781505,130.356563001583,125.377454679595,136.199309970044,110.221170484401,198.261197236593,8.0,16.0,65.0,66.0,1.0967391304347829
2019-11-01,139.75,118.64,7351034.6,14157.0,7116.0,12424.0,41792.0,8095.0,204.27,216.67,109.9,242.82,0.49,0.23,0.68,0.36,4.5,-0.01,0.19,0.85,0.3,0.04,0.51,0.79,0.35,0.97,-0.01,0.44,0.2,0.24,0.17,0.13,84.1,111.3,122.0,98.3,107.5,101.2,100.7,107.9,130.42,216645.0,8764.0,2046.0,227455.0,76.9,75.4,84.7,297264262.0,829347597.0,194625989.0,406241336.0,3006693123.0,6705196896.0,7159558180.0,211615347.0,102.45,95.2,98.26,96.57,109.1,117.25,98.52,250458.0,218723.0,215190.0,74643.3,8734.6,366376.0,-4469.8,-3.7,-780906.09,4735417.51,3954511.42,-12.75,53.35,40.6,89492.18,15312.46,1.22,74.34,4.224,4.9,5.57,1.11,231.0,35498.60473402,4.55,4.551345,0.2923280423280423,3.6127499999999997,3.9892499999999997,0.3985,0.3545,0.353,0.3135,0.3005,0.2963157894736842,0.2445,0.2731578947368421,0.3763157894736842,0.396,0.4047368421052632,0.402,12.5235,57.03,1.81,1.61,0.09,199.0,98.06499977111817,107691.21052631579,39.59798049926758,135.332232124172,126.784278274725,120.836340927055,110.360965031445,174.641795200313,9.0,16.0,74.0,65.0,0.9219999999999997
2019-12-01,139.34,121.26,7389131.0,13595.0,6958.0,12201.0,40802.0,8048.0,205.54,220.39,108.41,239.4,0.77,0.36,0.94,2.84,4.39,1.63,1.69,1.74,2.09,0.21,1.15,1.94,1.44,0.35,1.01,0.69,0.39,0.36,0.55,0.48,76.6,108.2,114.7,98.0,105.4,100.0,98.9,106.3,134.65,163338.0,5974.0,1192.0,170504.0,76.3,75.1,76.2,296976327.0,849177209.0,219412639.0,447721783.0,3099422442.0,6813474032.0,7256443849.0,228309144.0,102.82,95.63,97.12,95.69,117.14,118.77,98.96,262069.0,233063.0,258012.0,69174.4,2824.6,356884.0,-5766.7,-3.63,-709175.36,4750944.13,4041768.78,-11.62,53.28,41.66,61871.86,13512.65,0.84,72.21,4.0307,4.59,5.57,2.34,,40036.85746505,4.59,4.60427619047619,0.44007874015748033,3.8785714285714286,4.520952380952381,0.372,0.36227272727272725,0.3205,0.3009523809523809,0.299,0.25523809523809526,0.272,0.3665,0.3976190476190476,0.3976190476190476,0.38190476190476186,0.3961904761904762,13.756666666666666,59.88,1.86,1.61,0.06,199.0,97.37666684105282,112741.42105263157,40.69374665759859,135.257167538082,124.535508512766,129.525882188949,109.443884438725,155.726740349086,9.0,15.0,91.0,64.0,0.6921428571428567
2020-01-01,139.79,121.27,7426459.3,13530.0,6871.0,12909.0,41329.0,8020.0,207.56,224.73,104.95,244.1,0.59,0.34,0.29,0.5,-0.88,0.14,1.07,0.09,0.48,0.38,0.21,-0.28,0.1,0.51,0.37,0.31,0.39,0.4,0.08,0.11,87.6,109.5,124.1,98.7,102.8,101.2,101.0,106.4,136.23,183136.0,7169.0,1426.0,191731.0,76.4,75.7,79.9,315603296.0,839337057.0,191981511.0,404550142.0,3032056110.0,6750429150.0,7195871247.0,212568631.0,110.26,95.14,97.2,95.89,113.26,120.05,97.94,191704.0,171155.0,200044.0,69231.7,2838.1,359394.0,-11114.7,-3.73,-772280.58,4721304.52,3949023.95,-12.53,52.66,40.13,52493.41,-56275.83,0.71,73.59,4.2695,4.4,5.09,-0.13,,61716.55801567,4.43739130434783,4.43930454545455,0.43486772486772485,3.633863636363636,4.310227272727273,0.36,0.3185714285714286,0.29636363636363633,0.29619047619047617,0.2559090909090909,0.28136363636363637,0.37454545454545457,0.4,0.4042857142857143,0.3936363636363636,0.3952380952380953,0.36,13.94095238095238,57.52,1.76,1.52,-0.09,199.3,97.43619028727214,116904.0,41.9577511378697,131.025392051184,125.865573472584,100.456634099885,107.47791348123,183.213802793228,33.0,61.0,91.0,206.0,0.7994367588932851
2020-02-01,139.66,131.79,7470417.9,13898.0,6644.0,12383.0,40964.0,8039.0,206.62,226.97,98.43,244.69,-0.01,0.31,0.11,-0.19,1.88,-0.7,0.01,0.01,-0.04,0.33,0.25,0.02,0.44,-0.28,0.71,0.25,0.25,0.19,0.52,0.25,88.5,112.3,125.5,98.2,102.2,101.8,101.6,107.8,148.52,192519.0,9131.0,2556.0,204206.0,76.7,76.2,81.8,303538505.0,838021934.0,199681037.0,409907807.0,3043035747.0,6787939129.0,7215768079.0,210226771.0,108.79,94.92,97.55,95.97,116.38,120.28,98.15,217602.0,179925.0,198275.0,65058.0,2456.0,362460.0,-5176.9,-3.88,-843336.33,4766478.63,3923142.28,-13.51,52.95,39.45,58463.62,20901.0,0.78,75.95,4.4987,4.19,5.09,-0.03,,29835.39978862,4.28,4.29338333333333,0.4107936507936508,3.5019444444444447,4.078333333333333,0.3,0.2972222222222222,0.3,0.2666666666666667,0.3,0.4035294117647059,0.41888888888888887,0.40294117647058825,0.4172222222222222,0.4,0.36176470588235293,0.359,19.628947368421052,50.54,1.5,1.33,-0.26,196.7,98.84315852115029,113209.83333333333,40.34231165835732,128.496340198514,125.868192032782,107.501476131329,106.563116424856,154.365048830088,29.0,50.0,68.0,200.0,0.8433333333333337
2020-03-01,129.84,124.58,7506475.0,14127.0,6763.0,12432.0,41139.0,7816.0,197.72,222.98,78.1,252.59,0.34,0.31,0.1,1.76,3.96,1.74,0.64,1.64,1.24,0.26,0.07,0.14,0.17,-0.22,0.18,0.12,0.25,0.13,-0.1,0.12,73.5,95.4,96.6,94.6,102.7,93.9,92.6,95.0,137.51,179560.0,8406.0,1992.0,189958.0,76.5,75.3,81.5,305851230.0,852637621.0,221617254.0,435822892.0,3209501552.0,6874426696.0,7333256201.0,214205638.0,70.94,84.21,107.83,108.7,82.64,74.28,93.97,177232.0,146460.0,283217.0,69231.5,7810.4,343165.0,-3625.1,-3.94,-1000890.47,4798286.04,3797395.57,-15.88,52.96,37.08,63489.7,23655.32,0.85,82.0,5.1987,3.95,5.09,2.33,,30881.35908786,3.98590909090909,4.00486363636364,0.3127704485488127,3.449318181818182,4.300227272727273,0.2918181818181818,0.30047619047619045,0.27681818181818185,0.2980952380952381,0.3880952380952381,0.41818181818181815,0.4114285714285715,0.4168181818181818,0.4104545454545455,0.36136363636363633,0.3513636363636363,0.3131818181818182,57.73681818181819,29.21,0.87,0.45,-0.08,193.1,98.8350004716353,81521.09090909091,33.28164135326039,127.596825537231,120.341831035319,133.63566182158,107.703335915741,168.720104902659,52.0,49.0,170.0,272.0,0.5138636363636353
2020-04-01,117.32,111.97,7462835.4,12168.0,6390.0,12318.0,37264.0,6388.0,200.81,226.36,74.99,268.85,-0.18,0.24,-0.3,1.12,1.62,-0.45,1.13,0.05,0.8,0.22,-0.31,-0.25,0.3,-2.06,0.68,-0.06,0.1,0.05,-0.13,-0.03,48.0,71.4,25.1,81.9,100.5,75.4,72.0,83.5,95.19,1048.0,403.0,396.0,1847.0,73.1,57.3,65.7,343110434.0,885468205.0,233611277.0,471271060.0,3392853533.0,7041664378.0,7472941427.0,237659783.0,45.28,72.23,99.35,97.1,67.2,32.64,79.36,54580.0,47368.0,200509.0,65494.1,974.8,339317.0,2137.8,-3.76,-1067760.9,4913061.33,3845300.44,-16.97,54.69,37.72,164429.33,94302.55,2.2,86.89,5.427,3.65,4.94,0.11,414.0,35702.38810768,3.1505,3.154285,0.3244946808510638,2.9267499999999997,4.314500000000001,0.2768421052631579,0.2545,0.29578947368421055,0.377,0.4,0.399,0.404,0.4036842105263158,0.3626315789473684,0.3509090909090909,0.3136842105263158,0.3,41.453809523809525,16.55,0.66,0.22,-0.37,185.5,99.91285705566406,77588.75,33.119616190592446,123.355022794403,121.438222432457,128.869899601,105.354112864607,141.626386338769,84.0,27.0,159.0,205.0,0.22750000000000004
2020-05-01,121.25,96.82,7426871.7,12315.0,6279.0,11756.0,36124.0,5774.0,225.52,254.25,85.56,294.0,-0.54,0.11,-0.24,0.59,1.56,1.85,0.07,1.07,0.28,0.2,-0.38,0.05,-0.16,-1.02,-0.29,-0.06,0.02,0.0,-0.27,-0.13,54.7,78.6,36.1,85.8,94.1,81.5,79.5,88.0,110.4,37807.0,4054.0,1219.0,43080.0,75.3,60.3,70.0,376708234.0,924827549.0,246472095.0,503444375.0,3538699264.0,7210605349.0,7627555239.0,256972280.0,59.15,74.66,102.44,102.99,94.12,40.07,88.43,56266.0,52396.0,179842.0,59698.7,2527.6,345706.0,339.3,-3.65,-1102892.33,5086331.32,3983438.99,-17.52,57.19,39.67,282859.4,131438.06,3.81,90.44,5.4263,3.01,4.94,1.77,422.0,25216.79037541,2.723,2.75941,0.2261111111111111,2.823,3.9585,0.238,0.295,0.3363157894736842,0.3715,0.39,0.40049999999999997,0.39631578947368423,0.3563157894736842,0.3290909090909091,0.3042105263157895,0.2965,0.3,30.897000000000002,28.56,0.67,0.17,-0.43,188.6,99.55300025939941,81447.75,34.283479881286624,120.968885289976,110.237615446353,141.59509381505,99.8840190820536,137.779858531376,81.0,42.0,200.0,259.0,-0.1042500000000004
2020-06-01,127.0,100.43,7438850.0,12551.0,6211.0,11396.0,35769.0,5611.0,214.57,234.64,89.74,289.79,0.36,0.19,0.39,2.25,0.81,2.75,1.55,1.6,1.56,0.34,0.26,0.43,0.04,0.89,-0.22,0.24,0.14,0.25,-0.05,-0.02,66.4,92.6,83.5,90.3,99.6,89.4,88.4,96.1,108.96,91487.0,5575.0,1385.0,98447.0,75.5,66.6,76.0,388115601.0,947378241.0,263802708.0,534044506.0,3633595533.0,7400929374.0,7832931679.0,270241798.0,79.36,79.02,102.94,103.28,124.11,61.59,95.41,135140.0,115726.0,202295.0,63596.7,4887.4,348781.0,2810.7,-3.4,-1104828.74,5280996.61,4176167.86,-17.53,59.74,42.2,458834.69,188681.51,6.17,82.84,5.476,2.58,4.94,2.22,386.0,34449.55206476,2.41130434782609,2.45830952380952,0.21010638297872342,3.1159523809523813,4.203333333333333,0.223,0.302,0.3142857142857143,0.34550000000000003,0.37523809523809526,0.4,0.36,0.3322727272727273,0.303,0.3,0.299047619047619,0.3,31.119545454545456,38.31,0.73,0.19,-0.67,191.2,97.08772798018022,94450.19047619047,37.62818995389071,119.017115939142,111.499918932623,135.881933869308,104.28341746568,136.980541015648,42.0,37.0,315.0,191.0,-0.6925051759834342
2020-07-01,130.99,102.84,7452106.2,13912.0,6316.0,11707.0,37869.0,5935.0,229.77,249.4,97.08,315.48,0.49,0.26,0.25,3.0,3.66,2.95,1.91,2.34,2.23,1.17,0.36,0.63,0.06,1.23,-0.33,0.17,0.11,0.3,0.04,0.02,76.0,101.0,109.0,100.1,107.8,97.4,96.0,100.3,130.86,162230.0,6820.0,1601.0,170651.0,76.5,72.3,82.5,434881151.0,977466462.0,266621350.0,546432508.0,3718433395.0,7560493317.0,7957422496.0,279811158.0,88.27,83.07,102.97,103.29,129.06,74.61,99.65,184818.0,155692.0,195560.0,62831.7,4827.8,354664.0,-771.7,-2.81,-1065165.47,5387696.98,4322531.54,-16.84,61.15,44.31,537142.59,81070.88,7.21,83.07,5.2033,2.15,4.91,3.14,372.0,36255.681669,2.40434782608696,2.44350434782609,0.2421276595744681,3.225,4.221739130434782,0.2781818181818182,0.2965217391304348,0.3130434782608696,0.34695652173913044,0.3939130434782609,0.35409090909090907,0.34541666666666665,0.30434782608695654,0.29086956521739127,0.3009090909090909,0.2991304347826087,0.3,26.840454545454545,40.71,0.62,0.15,-1.03,193.0,95.51409114490856,101262.82608695653,40.515651356090196,119.603862692113,114.006529214642,148.673513263613,105.055729859669,147.03192181363,43.0,36.0,274.0,188.0,-0.7865217391304311
2020-08-01,133.7,102.62,7460272.4,14539.0,6601.0,11852.0,39242.0,6250.0,251.34,268.54,109.12,355.27,0.53,0.19,0.78,3.74,7.39,4.71,2.53,3.87,2.74,0.72,0.24,0.71,0.05,0.78,-0.39,0.18,0.13,0.28,-0.21,0.1,73.2,104.1,112.8,102.7,109.9,100.7,100.2,101.0,134.85,201572.0,7087.0,1350.0,210009.0,77.2,75.3,85.1,403585882.0,990591708.0,279222044.0,565320570.0,3757567018.0,7689525475.0,8097711101.0,286098526.0,89.96,84.74,101.3,101.3,134.03,105.73,102.42,193421.0,165524.0,189958.0,53661.3,2046.1,356092.0,874.4,-2.43,-1128599.32,5496081.5,4367482.2,-17.8,62.57,44.78,611288.59,87593.65,8.19,82.88,5.4713,1.94,4.91,5.44,,30195.7154352,2.38952380952381,2.41050952380952,0.17343915343915345,3.052857142857143,4.356428571428571,0.2966666666666667,0.3085,0.34809523809523807,0.388,0.352,0.3530434782608695,0.3025,0.28190476190476194,0.3065,0.2857142857142857,0.297,0.3545,22.88952380952381,42.34,0.65,0.14,-1.28,194.3,93.0442857288179,101713.42857142857,41.87005415416899,118.652536984055,117.779248034506,131.023630622409,104.809702806872,144.144551461357,42.0,44.0,255.0,229.0,-0.5909523809523809
2020-09-01,136.72,108.36,7488004.3,14654.0,6792.0,12240.0,40352.0,6666.0,252.69,273.79,106.04,350.69,0.82,0.22,1.12,5.92,8.57,2.78,4.34,3.3,4.34,1.16,0.64,1.51,0.82,0.13,0.33,0.21,0.19,0.3,0.33,0.36,87.6,110.0,125.2,103.8,104.1,103.4,104.0,106.3,133.97,208773.0,9430.0,1959.0,220162.0,77.7,78.2,87.5,409676524.0,1005463543.0,298269629.0,586004391.0,3842696583.0,7752745912.0,8229714368.0,287734762.0,99.84,87.92,101.25,101.03,135.56,105.64,103.54,219033.0,188514.0,208373.0,50995.3,2847.3,356606.0,-393.9,-2.25,-1166912.19,5599355.38,4432443.19,-18.29,63.74,45.45,655306.48,64558.58,8.75,79.12,5.6407,1.9,4.91,4.38,314.0,32144.41049808,2.53428571428571,2.61222380952381,0.24087071240105543,3.1966666666666663,5.931666666666667,0.43899999999999995,0.3852380952380952,0.41550000000000004,0.364,0.3639130434782608,0.306,0.2866666666666667,0.318,0.2814285714285714,0.29428571428571426,0.3638095238095238,0.3961904761904762,27.64761904761905,39.63,0.68,0.13,-1.26,195.5,93.43714287167504,98576.14285714286,41.50709388369606,119.621837254632,122.272813327376,129.359003607177,103.041399095441,164.065386578962,32.0,39.0,136.0,187.0,-0.6228571428571472
2020-10-01,139.21,107.61,7507801.8,15296.0,7184.0,13090.0,42924.0,7353.0,266.69,289.01,113.71,364.31,0.65,0.17,1.19,4.15,9.51,2.99,3.2,3.68,3.23,1.73,0.86,1.71,1.08,0.23,0.63,0.5,0.34,0.35,0.72,0.66,90.9,110.7,126.6,104.1,100.9,104.9,105.4,107.1,138.16,223759.0,10902.0,1807.0,236468.0,78.4,79.8,89.2,418214812.0,1014119378.0,297646164.0,590278158.0,3892841631.0,7792807281.0,8289635769.0,292631994.0,102.15,88.83,102.16,101.97,131.12,109.44,104.5,230927.0,196045.0,205284.0,45911.0,3136.3,354546.0,-1472.9,-1.77,-1166783.17,5602393.32,4435610.16,-18.29,63.62,45.33,661798.32,-2952.51,8.81,79.4,5.7718,1.9,4.55,4.86,343.0,42923.51206745,2.95571428571429,3.0857,0.31681697612732096,3.4728571428571433,5.708333333333333,0.4823809523809524,0.4780952380952381,0.39571428571428574,0.3823809523809524,0.28809523809523807,0.2995238095238095,0.31333333333333335,0.27714285714285714,0.2975,0.377,0.42000000000000004,0.403,29.438636363636363,39.4,0.79,0.15,-1.23,196.5,93.40636340054598,97942.0,42.74413507634943,119.431182632383,124.031120176219,125.017401818667,103.012714010797,167.218041219731,38.0,36.0,94.0,194.0,-0.5126190476190429
2020-11-01,139.05,111.65,7544891.0,14793.0,6710.0,12778.0,41431.0,7150.0,267.0,290.4,110.59,367.6,0.94,0.21,1.03,4.26,6.39,1.99,3.51,2.64,3.28,1.28,0.89,1.61,1.06,0.41,0.67,0.55,0.34,0.44,0.49,0.38,94.9,111.7,124.6,103.4,98.4,105.4,106.1,107.7,147.26,225021.0,11474.0,1705.0,238200.0,78.5,79.7,87.8,401571408.0,1017162668.0,310057487.0,607517470.0,3922090546.0,7835982778.0,8343589906.0,297459982.0,103.4,89.95,99.1,99.06,127.9,112.57,104.24,249104.0,205097.0,217149.0,39508.8,2332.4,356004.0,-2920.1,-1.71,-1051312.53,5619529.15,4568216.62,-16.46,63.57,47.11,664625.67,18139.81,8.81,75.49,5.3317,1.9,4.55,3.31,,36159.56017741,3.0545,3.20794,0.29408970976253296,3.72025,6.33025,0.5650000000000001,0.42263157894736847,0.41047619047619055,0.28500000000000003,0.3,0.31842105263157894,0.27,0.29526315789473684,0.38947368421052636,0.43550000000000005,0.40631578947368424,0.40549999999999997,24.9955,40.94,0.87,0.17,-1.24,198.3,92.6195011138916,105215.84210526316,45.40565643310547,121.334373024062,124.300151960505,122.264974940865,98.4846187488483,197.235915528245,33.0,42.0,83.0,233.0,-0.67075
2020-12-01,139.77,111.71,7609597.0,14669.0,6659.0,13313.0,42161.0,7520.0,263.38,282.23,113.29,368.73,1.07,0.34,0.79,0.9,-4.46,2.97,1.97,0.76,0.96,0.7,1.35,1.58,1.11,2.04,0.78,0.66,0.39,0.74,0.86,0.6,99.4,109.7,128.0,103.8,100.8,105.0,105.3,106.0,159.28,197802.0,10485.0,1009.0,209296.0,79.4,79.3,83.7,386600286.0,1039907276.0,332218129.0,641107547.0,3998221163.0,8035557724.0,8446332255.0,308889418.0,104.92,88.84,99.76,99.36,121.03,103.38,99.71,261321.0,222916.0,235370.0,37786.3,1102.2,355620.0,-8894.5,-1.95,-984804.0,5654808.31,4670004.31,-15.4,63.39,47.98,702950.23,51837.21,9.24,72.51,5.1967,1.9,4.55,0.68,264.0,43048.0121705,2.816,3.01415909090909,0.48252631578947375,3.993409090909091,5.5275,0.4852380952380952,0.41250000000000003,0.30476190476190473,0.2818181818181818,0.29714285714285715,0.24863636363636363,0.29,0.38909090909090904,0.44272727272727275,0.4090909090909091,0.42454545454545456,0.40761904761904766,22.37409090909091,47.02,0.93,0.14,-1.48,200.5,90.51272721724077,115647.0,47.896888906305485,125.327054688243,126.285305288047,127.965056781664,102.081224259423,183.675556848096,20.0,26.0,61.0,161.0,-1.186727272727273
2021-01-01,139.99,116.09,7671366.9,14847.0,6938.0,13654.0,43093.0,7654.0,291.18,314.23,126.03,395.29,0.27,0.27,0.86,3.38,3.25,4.2,1.33,2.91,2.58,0.89,0.25,0.63,0.44,-0.29,0.3,0.48,0.4,0.52,0.27,0.56,100.9,112.0,119.6,103.2,104.6,105.9,105.8,108.7,150.56,190156.0,8805.0,1437.0,200398.0,79.7,79.9,83.4,396652935.0,1022552380.0,298617922.0,590903600.0,3886076220.0,7988869455.0,8454294566.0,292285678.0,94.51,89.38,97.78,97.62,108.92,102.29,98.28,180904.0,154986.0,170622.0,38346.2,3398.0,355416.0,-8665.7,-1.77,-1074418.64,5656627.22,4582208.56,-16.56,63.3,46.74,700851.44,-58374.62,9.14,73.69,5.4759,1.9,4.39,3.92,,66599.11817717,3.22894736842105,3.40493,0.3783641160949868,3.5765000000000002,4.617,0.402,0.2815,0.2375,0.263,0.2125,0.2595,0.3773684210526316,0.40750000000000003,0.4005263157894737,0.4105,0.3836842105263158,0.31421052631578944,24.91,52.0,1.08,0.13,-1.66,204.8,90.22631554854543,120126.21052631579,51.87084197998047,127.327946055656,133.73268548017,98.1937518295188,102.781238202064,183.169647062016,34.0,55.0,85.0,283.0,-0.31605263157895047
